"motif","tfs"
"MA0852.1","FOXO3"
"MA0852.1","FOXO4"
"MA0852.1","FOXO6"
"MA0852.1","FOXN1"
"MA0852.1","FOXN2"
"MA0852.1","FOXN3"
"MA0852.1","FOXN4"
"MA0852.1","FOXM1"
"MA0852.1","FOXL1"
"MA0852.1","FOXL2"
"MA0852.1","FOXK2"
"MA0852.1","FOXJ1"
"MA0852.1","FOXJ2"
"MA0852.1","FOXJ3"
"MA0852.1","FOXA1"
"MA0852.1","FOXA2"
"MA0852.1","FOXA3"
"MA0853.1","HOPX"
"MA0853.1","ISX"
"MA0853.1","LEUTX"
"MA0853.1","NOBOX"
"MA0853.1","OTP"
"MA0853.1","ARGFX"
"MA0853.1","RAX"
"MA0853.1","SEBOX"
"MA0853.1","SHOX"
"MA0853.1","UNCX"
"MA0853.1","ARX"
"MA0853.1","DPRX"
"MA0853.1","DRGX"
"MA0853.1","GSC"
"MA0853.1","GSC2"
"MA0853.1","ESX1"
"MA0853.1","DUXA"
"MA0853.1","DUX4"
"MA0853.1","VSX1"
"MA0853.1","VSX2"
"MA0853.1","TPRX1"
"MA0853.1","SHOX2"
"MA0853.1","RHOXF1"
"MA0853.1","RHOXF2"
"MA0853.1","RHOXF2B"
"MA0853.1","RAX2"
"MA0853.1","PRRX1"
"MA0853.1","PRRX2"
"MA0853.1","PROP1"
"MA0853.1","PITX1"
"MA0853.1","PITX2"
"MA0853.1","PITX3"
"MA0853.1","PHOX2A"
"MA0853.1","PHOX2B"
"MA0853.1","OTX1"
"MA0853.1","OTX2"
"MA0853.1","CRX"
"MA0853.1","MIXL1"
"MA0853.1","HESX1"
"MA0853.1","ALX1"
"MA0853.1","ALX3"
"MA0853.1","ELF3"
"MA0854.1","HOPX"
"MA0854.1","ISX"
"MA0854.1","LEUTX"
"MA0854.1","NOBOX"
"MA0854.1","OTP"
"MA0854.1","ARGFX"
"MA0854.1","RAX"
"MA0854.1","SEBOX"
"MA0854.1","SHOX"
"MA0854.1","UNCX"
"MA0854.1","ARX"
"MA0854.1","DPRX"
"MA0854.1","DRGX"
"MA0854.1","GSC"
"MA0854.1","GSC2"
"MA0854.1","ESX1"
"MA0854.1","DUXA"
"MA0854.1","DUX4"
"MA0854.1","VSX1"
"MA0854.1","VSX2"
"MA0854.1","TPRX1"
"MA0854.1","SHOX2"
"MA0854.1","RHOXF1"
"MA0854.1","RHOXF2"
"MA0854.1","RHOXF2B"
"MA0854.1","RAX2"
"MA0854.1","PRRX1"
"MA0854.1","PRRX2"
"MA0854.1","PROP1"
"MA0854.1","PITX1"
"MA0854.1","PITX2"
"MA0854.1","PITX3"
"MA0854.1","PHOX2A"
"MA0854.1","PHOX2B"
"MA0854.1","OTX1"
"MA0854.1","OTX2"
"MA0854.1","CRX"
"MA0854.1","MIXL1"
"MA0854.1","HESX1"
"MA0854.1","ALX3"
"MA0854.1","ALX4"
"MA0854.1","ELF3"
"MA0861.1","TP53"
"MA0861.1","TP63"
"MA0862.1","GMEB1"
"MA0864.1","E2F1"
"MA0864.1","E2F3"
"MA0864.1","E2F4"
"MA0864.1","E2F5"
"MA0864.1","E2F6"
"MA0864.1","E2F7"
"MA0864.1","E2F8"
"MA0865.1","E2F1"
"MA0865.1","E2F2"
"MA0865.1","E2F3"
"MA0865.1","E2F4"
"MA0865.1","E2F5"
"MA0865.1","E2F6"
"MA0865.1","E2F7"
"MA0866.1","SOX30"
"MA0866.1","SOX15"
"MA0866.1","SOX7"
"MA0866.1","SOX17"
"MA0866.1","SOX18"
"MA0866.1","SOX8"
"MA0866.1","SOX9"
"MA0866.1","SOX10"
"MA0866.1","SOX5"
"MA0866.1","SOX6"
"MA0866.1","SOX13"
"MA0866.1","SOX4"
"MA0866.1","SOX11"
"MA0866.1","SOX12"
"MA0866.1","SOX1"
"MA0866.1","SOX2"
"MA0866.1","SOX3"
"MA0866.1","SOX14"
"MA0866.1","SRY"
"MA0867.1","SOX30"
"MA0867.1","SOX15"
"MA0867.1","SOX7"
"MA0867.1","SOX17"
"MA0867.1","SOX18"
"MA0867.1","SOX8"
"MA0867.1","SOX9"
"MA0867.1","SOX10"
"MA0867.1","SOX5"
"MA0867.1","SOX6"
"MA0867.1","SOX13"
"MA0867.1","SOX11"
"MA0867.1","SOX12"
"MA0867.1","SOX1"
"MA0867.1","SOX2"
"MA0867.1","SOX3"
"MA0867.1","SOX14"
"MA0867.1","SOX21"
"MA0867.1","SRY"
"MA0868.1","SOX30"
"MA0868.1","SOX15"
"MA0868.1","SOX7"
"MA0868.1","SOX17"
"MA0868.1","SOX18"
"MA0868.1","SOX9"
"MA0868.1","SOX10"
"MA0868.1","SOX5"
"MA0868.1","SOX6"
"MA0868.1","SOX13"
"MA0868.1","SOX4"
"MA0868.1","SOX11"
"MA0868.1","SOX12"
"MA0868.1","SOX1"
"MA0868.1","SOX2"
"MA0868.1","SOX3"
"MA0868.1","SOX14"
"MA0868.1","SOX21"
"MA0868.1","SRY"
"MA0869.1","SOX30"
"MA0869.1","SOX15"
"MA0869.1","SOX7"
"MA0869.1","SOX17"
"MA0869.1","SOX18"
"MA0869.1","SOX8"
"MA0869.1","SOX9"
"MA0869.1","SOX10"
"MA0869.1","SOX5"
"MA0869.1","SOX6"
"MA0869.1","SOX13"
"MA0869.1","SOX4"
"MA0869.1","SOX12"
"MA0869.1","SOX1"
"MA0869.1","SOX2"
"MA0869.1","SOX3"
"MA0869.1","SOX14"
"MA0869.1","SOX21"
"MA0869.1","SRY"
"MA0870.1","SOX30"
"MA0870.1","SOX15"
"MA0870.1","SOX7"
"MA0870.1","SOX17"
"MA0870.1","SOX18"
"MA0870.1","SOX8"
"MA0870.1","SOX9"
"MA0870.1","SOX10"
"MA0870.1","SOX5"
"MA0870.1","SOX6"
"MA0870.1","SOX13"
"MA0870.1","SOX4"
"MA0870.1","SOX11"
"MA0870.1","SOX12"
"MA0870.1","SOX2"
"MA0870.1","SOX3"
"MA0870.1","SOX14"
"MA0870.1","SOX21"
"MA0870.1","SRY"
"MA0871.1","MXI1"
"MA0871.1","MNT"
"MA0871.1","MLX"
"MA0871.1","MAX"
"MA0871.1","USF1"
"MA0871.1","USF2"
"MA0871.1","TFE3"
"MA0871.1","TFEB"
"MA0871.1","MITF"
"MA0871.1","MYCN"
"MA0872.1","TFAP2B"
"MA0872.1","TFAP2G"
"MA0872.1","TFAP2D"
"MA0872.1","TFAP2E"
"MA0873.1","CDX1"
"MA0873.1","CDX2"
"MA0873.1","CDX4"
"MA0873.1","HOXA9"
"MA0873.1","HOXD11"
"MA0873.1","HOXC12"
"MA0873.1","HOXA13"
"MA0873.1","HOXB13"
"MA0873.1","HOXC13"
"MA0873.1","HOXD13"
"MA0873.1","HOXB9"
"MA0873.1","HOXC9"
"MA0873.1","HOXD9"
"MA0873.1","HOXA10"
"MA0873.1","HOXC10"
"MA0873.1","HOXD10"
"MA0873.1","HOXA11"
"MA0873.1","HOXC11"
"MA0873.1","HOXB8"
"MA0873.1","HOXC8"
"MA0873.1","HOXD8"
"MA0873.1","HOXA6"
"MA0873.1","HOXB6"
"MA0873.1","HOXC6"
"MA0873.1","HOXA7"
"MA0873.1","HOXB7"
"MA0873.1","HOXA5"
"MA0873.1","HOXB5"
"MA0873.1","HOXC5"
"MA0873.1","HOXA4"
"MA0873.1","HOXB4"
"MA0873.1","HOXC4"
"MA0873.1","HOXD4"
"MA0873.1","HOXA3"
"MA0873.1","HOXB3"
"MA0873.1","HOXD3"
"MA0873.1","HOXA2"
"MA0873.1","HOXB2"
"MA0873.1","PDX1"
"MA0873.1","MEOX1"
"MA0873.1","MEOX2"
"MA0873.1","MNX1"
"MA0873.1","GSX1"
"MA0873.1","GSX2"
"MA0873.1","GBX1"
"MA0873.1","GBX2"
"MA0873.1","EVX1"
"MA0873.1","EVX2"
"MA0873.1","HOXA1"
"MA0873.1","HOXB1"
"MA0873.1","HOXD1"
"MA0874.1","HOPX"
"MA0874.1","ISX"
"MA0874.1","LEUTX"
"MA0874.1","NOBOX"
"MA0874.1","OTP"
"MA0874.1","ARGFX"
"MA0874.1","RAX"
"MA0874.1","SEBOX"
"MA0874.1","SHOX"
"MA0874.1","UNCX"
"MA0874.1","DPRX"
"MA0874.1","DRGX"
"MA0874.1","GSC"
"MA0874.1","GSC2"
"MA0874.1","ESX1"
"MA0874.1","DUXA"
"MA0874.1","DUX4"
"MA0874.1","VSX1"
"MA0874.1","VSX2"
"MA0874.1","TPRX1"
"MA0874.1","SHOX2"
"MA0874.1","RHOXF1"
"MA0874.1","RHOXF2"
"MA0874.1","RHOXF2B"
"MA0874.1","RAX2"
"MA0874.1","PRRX1"
"MA0874.1","PRRX2"
"MA0874.1","PROP1"
"MA0874.1","PITX1"
"MA0874.1","PITX2"
"MA0874.1","PITX3"
"MA0874.1","PHOX2A"
"MA0874.1","PHOX2B"
"MA0874.1","OTX1"
"MA0874.1","OTX2"
"MA0874.1","CRX"
"MA0874.1","MIXL1"
"MA0874.1","HESX1"
"MA0874.1","ALX1"
"MA0874.1","ALX3"
"MA0874.1","ALX4"
"MA0874.1","ELF3"
"MA0875.1","NANOG"
"MA0875.1","NOTO"
"MA0875.1","VENTX"
"MA0875.1","BSX"
"MA0875.1","HHEX"
"MA0875.1","HLX"
"MA0875.1","EN1"
"MA0875.1","EN2"
"MA0875.1","EMX1"
"MA0875.1","EMX2"
"MA0875.1","DLX1"
"MA0875.1","DLX2"
"MA0875.1","DLX3"
"MA0875.1","DLX4"
"MA0875.1","DLX5"
"MA0875.1","DLX6"
"MA0875.1","DBX1"
"MA0875.1","DBX2"
"MA0875.1","VAX1"
"MA0875.1","VAX2"
"MA0875.1","TLX1"
"MA0875.1","TLX2"
"MA0875.1","TLX3"
"MA0875.1","BARX2"
"MA0875.1","HMX1"
"MA0875.1","HMX2"
"MA0875.1","HMX3"
"MA0875.1","MSX1"
"MA0875.1","MSX2"
"MA0875.1","LBX1"
"MA0875.1","LBX2"
"MA0875.1","BARHL1"
"MA0875.1","BARHL2"
"MA0875.1","NR2E1"
"MA0876.1","NANOG"
"MA0876.1","NOTO"
"MA0876.1","VENTX"
"MA0876.1","HHEX"
"MA0876.1","HLX"
"MA0876.1","EN1"
"MA0876.1","EN2"
"MA0876.1","EMX1"
"MA0876.1","EMX2"
"MA0876.1","DLX1"
"MA0876.1","DLX2"
"MA0876.1","DLX3"
"MA0876.1","DLX4"
"MA0876.1","DLX5"
"MA0876.1","DLX6"
"MA0876.1","DBX1"
"MA0876.1","DBX2"
"MA0876.1","VAX1"
"MA0876.1","VAX2"
"MA0876.1","TLX1"
"MA0876.1","TLX2"
"MA0876.1","TLX3"
"MA0876.1","BARX1"
"MA0876.1","BARX2"
"MA0876.1","HMX1"
"MA0876.1","HMX2"
"MA0876.1","HMX3"
"MA0876.1","MSX1"
"MA0876.1","MSX2"
"MA0876.1","LBX1"
"MA0876.1","LBX2"
"MA0876.1","BARHL1"
"MA0876.1","BARHL2"
"MA0876.1","NR2E1"
"MA0877.1","NANOG"
"MA0877.1","NOTO"
"MA0877.1","VENTX"
"MA0877.1","BSX"
"MA0877.1","HHEX"
"MA0877.1","HLX"
"MA0877.1","EN1"
"MA0877.1","EN2"
"MA0877.1","EMX1"
"MA0877.1","EMX2"
"MA0877.1","DLX1"
"MA0877.1","DLX2"
"MA0877.1","DLX3"
"MA0877.1","DLX4"
"MA0877.1","DLX5"
"MA0877.1","DLX6"
"MA0877.1","DBX1"
"MA0877.1","DBX2"
"MA0877.1","VAX1"
"MA0877.1","VAX2"
"MA0877.1","TLX1"
"MA0877.1","TLX2"
"MA0877.1","TLX3"
"MA0877.1","BARX1"
"MA0877.1","BARX2"
"MA0877.1","HMX1"
"MA0877.1","HMX2"
"MA0877.1","HMX3"
"MA0877.1","MSX1"
"MA0877.1","MSX2"
"MA0877.1","LBX1"
"MA0877.1","LBX2"
"MA0877.1","BARHL2"
"MA0877.1","NR2E1"
"MA0878.1","CDX2"
"MA0878.1","CDX4"
"MA0878.1","HOXA9"
"MA0878.1","HOXD11"
"MA0878.1","HOXC12"
"MA0878.1","HOXD12"
"MA0878.1","HOXA13"
"MA0878.1","HOXB13"
"MA0878.1","HOXC13"
"MA0878.1","HOXD13"
"MA0878.1","HOXB9"
"MA0878.1","HOXC9"
"MA0878.1","HOXD9"
"MA0878.1","HOXA10"
"MA0878.1","HOXC10"
"MA0878.1","HOXD10"
"MA0878.1","HOXA11"
"MA0878.1","HOXC11"
"MA0878.1","HOXB8"
"MA0878.1","HOXC8"
"MA0878.1","HOXD8"
"MA0878.1","HOXA6"
"MA0878.1","HOXB6"
"MA0878.1","HOXC6"
"MA0878.1","HOXA7"
"MA0878.1","HOXB7"
"MA0878.1","HOXA5"
"MA0878.1","HOXB5"
"MA0878.1","HOXC5"
"MA0878.1","HOXA4"
"MA0878.1","HOXB4"
"MA0878.1","HOXC4"
"MA0878.1","HOXD4"
"MA0878.1","HOXA3"
"MA0878.1","HOXB3"
"MA0878.1","HOXD3"
"MA0878.1","HOXA2"
"MA0878.1","HOXB2"
"MA0878.1","PDX1"
"MA0878.1","MEOX1"
"MA0878.1","MEOX2"
"MA0878.1","MNX1"
"MA0878.1","GSX1"
"MA0878.1","GSX2"
"MA0878.1","GBX1"
"MA0878.1","GBX2"
"MA0878.1","EVX1"
"MA0878.1","EVX2"
"MA0878.1","HOXA1"
"MA0878.1","HOXB1"
"MA0878.1","HOXD1"
"MA0879.1","NANOG"
"MA0879.1","NOTO"
"MA0879.1","VENTX"
"MA0879.1","BSX"
"MA0879.1","HHEX"
"MA0879.1","HLX"
"MA0879.1","EN1"
"MA0879.1","EN2"
"MA0879.1","EMX1"
"MA0879.1","EMX2"
"MA0879.1","DLX2"
"MA0879.1","DLX3"
"MA0879.1","DLX4"
"MA0879.1","DLX5"
"MA0879.1","DLX6"
"MA0879.1","DBX1"
"MA0879.1","DBX2"
"MA0879.1","VAX1"
"MA0879.1","VAX2"
"MA0879.1","TLX1"
"MA0879.1","TLX2"
"MA0879.1","TLX3"
"MA0879.1","BARX1"
"MA0879.1","BARX2"
"MA0879.1","HMX1"
"MA0879.1","HMX2"
"MA0879.1","HMX3"
"MA0879.1","MSX1"
"MA0879.1","MSX2"
"MA0879.1","LBX1"
"MA0879.1","LBX2"
"MA0879.1","BARHL1"
"MA0879.1","BARHL2"
"MA0879.1","NR2E1"
"MA0880.1","NANOG"
"MA0880.1","NOTO"
"MA0880.1","VENTX"
"MA0880.1","BSX"
"MA0880.1","HHEX"
"MA0880.1","HLX"
"MA0880.1","EN1"
"MA0880.1","EN2"
"MA0880.1","EMX1"
"MA0880.1","EMX2"
"MA0880.1","DLX1"
"MA0880.1","DLX2"
"MA0880.1","DLX4"
"MA0880.1","DLX5"
"MA0880.1","DLX6"
"MA0880.1","DBX1"
"MA0880.1","DBX2"
"MA0880.1","VAX1"
"MA0880.1","VAX2"
"MA0880.1","TLX1"
"MA0880.1","TLX2"
"MA0880.1","TLX3"
"MA0880.1","BARX1"
"MA0880.1","BARX2"
"MA0880.1","HMX1"
"MA0880.1","HMX2"
"MA0880.1","HMX3"
"MA0880.1","MSX1"
"MA0880.1","MSX2"
"MA0880.1","LBX1"
"MA0880.1","LBX2"
"MA0880.1","BARHL1"
"MA0880.1","BARHL2"
"MA0880.1","NR2E1"
"MA0881.1","NANOG"
"MA0881.1","NOTO"
"MA0881.1","VENTX"
"MA0881.1","BSX"
"MA0881.1","HHEX"
"MA0881.1","HLX"
"MA0881.1","EN1"
"MA0881.1","EN2"
"MA0881.1","EMX1"
"MA0881.1","EMX2"
"MA0881.1","DLX1"
"MA0881.1","DLX2"
"MA0881.1","DLX3"
"MA0881.1","DLX5"
"MA0881.1","DLX6"
"MA0881.1","DBX1"
"MA0881.1","DBX2"
"MA0881.1","VAX1"
"MA0881.1","VAX2"
"MA0881.1","TLX1"
"MA0881.1","TLX2"
"MA0881.1","TLX3"
"MA0881.1","BARX1"
"MA0881.1","BARX2"
"MA0881.1","HMX1"
"MA0881.1","HMX2"
"MA0881.1","HMX3"
"MA0881.1","MSX1"
"MA0881.1","MSX2"
"MA0881.1","LBX1"
"MA0881.1","LBX2"
"MA0881.1","BARHL1"
"MA0881.1","BARHL2"
"MA0881.1","NR2E1"
"MA0882.1","NANOG"
"MA0882.1","NOTO"
"MA0882.1","VENTX"
"MA0882.1","BSX"
"MA0882.1","HHEX"
"MA0882.1","HLX"
"MA0882.1","EN1"
"MA0882.1","EN2"
"MA0882.1","EMX1"
"MA0882.1","EMX2"
"MA0882.1","DLX1"
"MA0882.1","DLX2"
"MA0882.1","DLX3"
"MA0882.1","DLX4"
"MA0882.1","DLX5"
"MA0882.1","DBX1"
"MA0882.1","DBX2"
"MA0882.1","VAX1"
"MA0882.1","VAX2"
"MA0882.1","TLX1"
"MA0882.1","TLX2"
"MA0882.1","TLX3"
"MA0882.1","BARX1"
"MA0882.1","BARX2"
"MA0882.1","HMX1"
"MA0882.1","HMX2"
"MA0882.1","HMX3"
"MA0882.1","MSX1"
"MA0882.1","MSX2"
"MA0882.1","LBX1"
"MA0882.1","LBX2"
"MA0882.1","BARHL1"
"MA0882.1","BARHL2"
"MA0882.1","NR2E1"
"MA0884.1","HOPX"
"MA0884.1","ISX"
"MA0884.1","LEUTX"
"MA0884.1","NOBOX"
"MA0884.1","OTP"
"MA0884.1","ARGFX"
"MA0884.1","RAX"
"MA0884.1","SEBOX"
"MA0884.1","SHOX"
"MA0884.1","UNCX"
"MA0884.1","ARX"
"MA0884.1","DPRX"
"MA0884.1","DRGX"
"MA0884.1","GSC"
"MA0884.1","GSC2"
"MA0884.1","ESX1"
"MA0884.1","DUX4"
"MA0884.1","VSX1"
"MA0884.1","VSX2"
"MA0884.1","TPRX1"
"MA0884.1","SHOX2"
"MA0884.1","RHOXF1"
"MA0884.1","RHOXF2"
"MA0884.1","RHOXF2B"
"MA0884.1","RAX2"
"MA0884.1","PRRX1"
"MA0884.1","PRRX2"
"MA0884.1","PROP1"
"MA0884.1","PITX1"
"MA0884.1","PITX2"
"MA0884.1","PITX3"
"MA0884.1","PHOX2A"
"MA0884.1","PHOX2B"
"MA0884.1","OTX1"
"MA0884.1","OTX2"
"MA0884.1","CRX"
"MA0884.1","MIXL1"
"MA0884.1","HESX1"
"MA0884.1","ALX1"
"MA0884.1","ALX3"
"MA0884.1","ALX4"
"MA0884.1","ELF3"
"MA0885.1","NANOG"
"MA0885.1","NOTO"
"MA0885.1","VENTX"
"MA0885.1","BSX"
"MA0885.1","HHEX"
"MA0885.1","HLX"
"MA0885.1","EN1"
"MA0885.1","EN2"
"MA0885.1","EMX1"
"MA0885.1","EMX2"
"MA0885.1","DLX1"
"MA0885.1","DLX3"
"MA0885.1","DLX4"
"MA0885.1","DLX5"
"MA0885.1","DLX6"
"MA0885.1","DBX1"
"MA0885.1","DBX2"
"MA0885.1","VAX1"
"MA0885.1","VAX2"
"MA0885.1","TLX1"
"MA0885.1","TLX2"
"MA0885.1","TLX3"
"MA0885.1","BARX1"
"MA0885.1","BARX2"
"MA0885.1","HMX1"
"MA0885.1","HMX2"
"MA0885.1","HMX3"
"MA0885.1","MSX1"
"MA0885.1","MSX2"
"MA0885.1","LBX1"
"MA0885.1","LBX2"
"MA0885.1","BARHL1"
"MA0885.1","BARHL2"
"MA0885.1","NR2E1"
"MA0886.1","NANOG"
"MA0886.1","NOTO"
"MA0886.1","VENTX"
"MA0886.1","BSX"
"MA0886.1","HHEX"
"MA0886.1","HLX"
"MA0886.1","EN1"
"MA0886.1","EN2"
"MA0886.1","EMX1"
"MA0886.1","DLX1"
"MA0886.1","DLX2"
"MA0886.1","DLX3"
"MA0886.1","DLX4"
"MA0886.1","DLX5"
"MA0886.1","DLX6"
"MA0886.1","DBX1"
"MA0886.1","DBX2"
"MA0886.1","VAX1"
"MA0886.1","VAX2"
"MA0886.1","TLX1"
"MA0886.1","TLX2"
"MA0886.1","TLX3"
"MA0886.1","BARX1"
"MA0886.1","BARX2"
"MA0886.1","HMX1"
"MA0886.1","HMX2"
"MA0886.1","HMX3"
"MA0886.1","MSX1"
"MA0886.1","MSX2"
"MA0886.1","LBX1"
"MA0886.1","LBX2"
"MA0886.1","BARHL1"
"MA0886.1","BARHL2"
"MA0886.1","NR2E1"
"MA0887.1","CDX1"
"MA0887.1","CDX2"
"MA0887.1","CDX4"
"MA0887.1","HOXA9"
"MA0887.1","HOXD11"
"MA0887.1","HOXC12"
"MA0887.1","HOXD12"
"MA0887.1","HOXA13"
"MA0887.1","HOXB13"
"MA0887.1","HOXC13"
"MA0887.1","HOXD13"
"MA0887.1","HOXB9"
"MA0887.1","HOXC9"
"MA0887.1","HOXD9"
"MA0887.1","HOXA10"
"MA0887.1","HOXC10"
"MA0887.1","HOXD10"
"MA0887.1","HOXA11"
"MA0887.1","HOXC11"
"MA0887.1","HOXB8"
"MA0887.1","HOXC8"
"MA0887.1","HOXD8"
"MA0887.1","HOXA6"
"MA0887.1","HOXB6"
"MA0887.1","HOXC6"
"MA0887.1","HOXA7"
"MA0887.1","HOXB7"
"MA0887.1","HOXA5"
"MA0887.1","HOXB5"
"MA0887.1","HOXC5"
"MA0887.1","HOXA4"
"MA0887.1","HOXB4"
"MA0887.1","HOXC4"
"MA0887.1","HOXD4"
"MA0887.1","HOXA3"
"MA0887.1","HOXB3"
"MA0887.1","HOXD3"
"MA0887.1","HOXA2"
"MA0887.1","HOXB2"
"MA0887.1","PDX1"
"MA0887.1","MEOX1"
"MA0887.1","MEOX2"
"MA0887.1","MNX1"
"MA0887.1","GSX1"
"MA0887.1","GSX2"
"MA0887.1","GBX1"
"MA0887.1","GBX2"
"MA0887.1","EVX2"
"MA0887.1","HOXA1"
"MA0887.1","HOXB1"
"MA0887.1","HOXD1"
"MA0888.1","CDX1"
"MA0888.1","CDX2"
"MA0888.1","CDX4"
"MA0888.1","HOXA9"
"MA0888.1","HOXD11"
"MA0888.1","HOXC12"
"MA0888.1","HOXD12"
"MA0888.1","HOXA13"
"MA0888.1","HOXB13"
"MA0888.1","HOXC13"
"MA0888.1","HOXD13"
"MA0888.1","HOXB9"
"MA0888.1","HOXC9"
"MA0888.1","HOXD9"
"MA0888.1","HOXA10"
"MA0888.1","HOXC10"
"MA0888.1","HOXD10"
"MA0888.1","HOXA11"
"MA0888.1","HOXC11"
"MA0888.1","HOXB8"
"MA0888.1","HOXC8"
"MA0888.1","HOXD8"
"MA0888.1","HOXA6"
"MA0888.1","HOXB6"
"MA0888.1","HOXC6"
"MA0888.1","HOXA7"
"MA0888.1","HOXB7"
"MA0888.1","HOXA5"
"MA0888.1","HOXB5"
"MA0888.1","HOXC5"
"MA0888.1","HOXA4"
"MA0888.1","HOXB4"
"MA0888.1","HOXC4"
"MA0888.1","HOXD4"
"MA0888.1","HOXA3"
"MA0888.1","HOXB3"
"MA0888.1","HOXD3"
"MA0888.1","HOXA2"
"MA0888.1","HOXB2"
"MA0888.1","PDX1"
"MA0888.1","MEOX1"
"MA0888.1","MEOX2"
"MA0888.1","MNX1"
"MA0888.1","GSX1"
"MA0888.1","GSX2"
"MA0888.1","GBX1"
"MA0888.1","GBX2"
"MA0888.1","EVX1"
"MA0888.1","HOXA1"
"MA0888.1","HOXB1"
"MA0888.1","HOXD1"
"MA0889.1","CDX1"
"MA0889.1","CDX2"
"MA0889.1","CDX4"
"MA0889.1","HOXA9"
"MA0889.1","HOXD11"
"MA0889.1","HOXC12"
"MA0889.1","HOXD12"
"MA0889.1","HOXA13"
"MA0889.1","HOXB13"
"MA0889.1","HOXC13"
"MA0889.1","HOXD13"
"MA0889.1","HOXB9"
"MA0889.1","HOXC9"
"MA0889.1","HOXD9"
"MA0889.1","HOXA10"
"MA0889.1","HOXC10"
"MA0889.1","HOXD10"
"MA0889.1","HOXA11"
"MA0889.1","HOXC11"
"MA0889.1","HOXB8"
"MA0889.1","HOXC8"
"MA0889.1","HOXD8"
"MA0889.1","HOXA6"
"MA0889.1","HOXB6"
"MA0889.1","HOXC6"
"MA0889.1","HOXA7"
"MA0889.1","HOXB7"
"MA0889.1","HOXA5"
"MA0889.1","HOXB5"
"MA0889.1","HOXC5"
"MA0889.1","HOXA4"
"MA0889.1","HOXB4"
"MA0889.1","HOXC4"
"MA0889.1","HOXD4"
"MA0889.1","HOXA3"
"MA0889.1","HOXB3"
"MA0889.1","HOXD3"
"MA0889.1","HOXA2"
"MA0889.1","HOXB2"
"MA0889.1","PDX1"
"MA0889.1","MEOX1"
"MA0889.1","MEOX2"
"MA0889.1","MNX1"
"MA0889.1","GSX1"
"MA0889.1","GSX2"
"MA0889.1","GBX2"
"MA0889.1","EVX1"
"MA0889.1","EVX2"
"MA0889.1","HOXA1"
"MA0889.1","HOXB1"
"MA0889.1","HOXD1"
"MA0890.1","CDX1"
"MA0890.1","CDX2"
"MA0890.1","CDX4"
"MA0890.1","HOXA9"
"MA0890.1","HOXD11"
"MA0890.1","HOXC12"
"MA0890.1","HOXD12"
"MA0890.1","HOXA13"
"MA0890.1","HOXB13"
"MA0890.1","HOXC13"
"MA0890.1","HOXD13"
"MA0890.1","HOXB9"
"MA0890.1","HOXC9"
"MA0890.1","HOXD9"
"MA0890.1","HOXA10"
"MA0890.1","HOXC10"
"MA0890.1","HOXD10"
"MA0890.1","HOXA11"
"MA0890.1","HOXC11"
"MA0890.1","HOXB8"
"MA0890.1","HOXC8"
"MA0890.1","HOXD8"
"MA0890.1","HOXA6"
"MA0890.1","HOXB6"
"MA0890.1","HOXC6"
"MA0890.1","HOXA7"
"MA0890.1","HOXB7"
"MA0890.1","HOXA5"
"MA0890.1","HOXB5"
"MA0890.1","HOXC5"
"MA0890.1","HOXA4"
"MA0890.1","HOXB4"
"MA0890.1","HOXC4"
"MA0890.1","HOXD4"
"MA0890.1","HOXA3"
"MA0890.1","HOXB3"
"MA0890.1","HOXD3"
"MA0890.1","HOXA2"
"MA0890.1","HOXB2"
"MA0890.1","PDX1"
"MA0890.1","MEOX1"
"MA0890.1","MEOX2"
"MA0890.1","MNX1"
"MA0890.1","GSX1"
"MA0890.1","GSX2"
"MA0890.1","GBX1"
"MA0890.1","EVX1"
"MA0890.1","EVX2"
"MA0890.1","HOXA1"
"MA0890.1","HOXB1"
"MA0890.1","HOXD1"
"MA0891.1","HOPX"
"MA0891.1","ISX"
"MA0891.1","LEUTX"
"MA0891.1","NOBOX"
"MA0891.1","OTP"
"MA0891.1","ARGFX"
"MA0891.1","RAX"
"MA0891.1","SEBOX"
"MA0891.1","SHOX"
"MA0891.1","UNCX"
"MA0891.1","ARX"
"MA0891.1","DPRX"
"MA0891.1","DRGX"
"MA0891.1","GSC"
"MA0891.1","ESX1"
"MA0891.1","DUXA"
"MA0891.1","DUX4"
"MA0891.1","VSX1"
"MA0891.1","VSX2"
"MA0891.1","TPRX1"
"MA0891.1","SHOX2"
"MA0891.1","RHOXF1"
"MA0891.1","RHOXF2"
"MA0891.1","RHOXF2B"
"MA0891.1","RAX2"
"MA0891.1","PRRX1"
"MA0891.1","PRRX2"
"MA0891.1","PROP1"
"MA0891.1","PITX1"
"MA0891.1","PITX2"
"MA0891.1","PITX3"
"MA0891.1","PHOX2A"
"MA0891.1","PHOX2B"
"MA0891.1","OTX1"
"MA0891.1","OTX2"
"MA0891.1","CRX"
"MA0891.1","MIXL1"
"MA0891.1","HESX1"
"MA0891.1","ALX1"
"MA0891.1","ALX3"
"MA0891.1","ALX4"
"MA0891.1","ELF3"
"MA0892.1","CDX1"
"MA0892.1","CDX2"
"MA0892.1","CDX4"
"MA0892.1","HOXA9"
"MA0892.1","HOXD11"
"MA0892.1","HOXC12"
"MA0892.1","HOXD12"
"MA0892.1","HOXA13"
"MA0892.1","HOXB13"
"MA0892.1","HOXC13"
